datetime,author,message,superChat
2025-06-01 15:05:31,Tayfun başyiğit,@tbasyigit16 dolap ilanlarıma bakabilirsiniz,
2025-06-01 15:05:34,Gorkem,Doktorlar ne diyo peki taner hocam,
2025-06-01 15:05:37,Berkay Dağdemir,düm,
2025-06-01 15:05:38,Emirhan Durmuş,çok kötü tişört bence değişmeli,
2025-06-01 15:05:38,Yasin,abi klima yokmu,
2025-06-01 15:05:38,za,kral kaç bin kişi izliyo değiş şunu mide bulandırıcı,
2025-06-01 15:05:38,Doch Lite,Simsiyah ter birakmayan tshirt alsana abi,
2025-06-01 15:05:40,mehmet reis şukuf,sana sogutuculu t-shirt lazım,
2025-06-01 15:05:40,rıfat demir,dükkan içindesin normal abi değiştirmeye gerek yok tişört,
2025-06-01 15:05:46,Murat Çetin,abi ps3 iki kol 5 oyun 2700 tl iyi mi,
2025-06-01 15:05:47,harezmi,o masa 1 haftada zorla toplar,
2025-06-01 15:05:49,x,ABİ SAKALLARINI KESMEYİ DÜŞÜNDÜNMÜÜ?,
2025-06-01 15:05:58,FATİH DÖNMEZ,oyyyyyyyyyyyy,
2025-06-01 15:06:00,Alphanite,Roket ,
2025-06-01 15:06:00,Volkan Akyol,abi xbox one s tamir görmemiş cihaz kaç para eder ,
2025-06-01 15:06:05,Can Keskin,abi raftaki the quarry ne kadar,
2025-06-01 15:06:05,sensizim,patlar bu elde,
2025-06-01 15:06:06,serdar ,@ZA duzgun konussana kardesim ,
2025-06-01 15:06:06,rumeysAyse,Abi sa GTA altı için PlayStation 5 almayı düşünüyorum mantıklımı sadece gta6 oynicam ,
2025-06-01 15:06:07,Zyzz Only,Uçak,
2025-06-01 15:06:08,hobiwoody ,"Taner bey, dünün yorgunluğunu atabildiniz mi? çok yoğundu",
2025-06-01 15:06:09,Serdar kaan,Abi kolay gelsin koleksiyonluk oyun alıcam çizik oyun ticareti yaparmıyız,
2025-06-01 15:06:10,Onur ,çok ses yapıyor harbiden,
2025-06-01 15:06:10,Berkay Dağdemir,dünkü Z raporu kaçtı beyler,
2025-06-01 15:06:11,Erman,“Çocuk” kedi nerede?:),
2025-06-01 15:06:12,Poche,abim masadaki kutusuz cdleri kaldırsan güzel olmaz mı,
2025-06-01 15:06:12,za,at çöpe,
2025-06-01 15:06:12,serdar ,abi tisortu satisa cikarmayi dusundun mu hic konsol oyun tshirti ,
2025-06-01 15:06:12,Kaan ,god ragnrok ps4 piyasası ne kadar,
2025-06-01 15:06:15,Valorant_Rxhin,rdr2 varmı,
2025-06-01 15:06:15,Hasan Artan,Beyaz tişört var mı ?,
2025-06-01 15:06:16,Berk Güngör,selamünaleyküm,
2025-06-01 15:06:16,hamsi_g61,Şu anda gelip 2019 pes getirsem alır mısın ,
2025-06-01 15:06:17,Çağan&Bilal,Abi yakında steamde konsol oyun simülasyonu çıkıyor gördün mü hiç reklamlarda ,
2025-06-01 15:06:17,Murat Çetin,abi ps3 iki kol 5 oyun 2700 iyi mi,
2025-06-01 15:06:18,Emre Karakurt,oo,
2025-06-01 15:06:18,Gorkem,Hastaneye gitittnmi peki,
2025-06-01 15:06:18,Tayfun Dogu,Su masayi bi Salin ja onun bereketi ordaaaa ,
2025-06-01 15:06:20,rıfat demir,fan sesi normal ki abi,
2025-06-01 15:06:20,d1nizz,abi fotosentezmi yapıyon,
2025-06-01 15:06:21,Cem,Abi fan sesi benim pro cihazda da çıkıyor 2 yıldır hiç bi sıkıntı çıkarmadı ,
2025-06-01 15:06:23,Semih Gönülcan,abi memleket neresi,
2025-06-01 15:06:23,ARABA SEVER,abi selam bende xbox series s 1tb var sıfır ne kadar eder almayı düşünürmüsün,
2025-06-01 15:06:24,Ahmetistan,Ağabey mass efect'in var mı,
2025-06-01 15:06:24,Hhhhhhh,WWE 2 k17 varmı,
2025-06-01 15:06:24,Melyh,@Volkan Akyol kafalar imzalı 8500e gider,
2025-06-01 15:06:24,Mr.Yıldırım,en sessiz çalışan konsol Xbox Series S herhalde,
2025-06-01 15:06:25,serdar ,abi tisortu satisa cikarmayi dusundun mu hic konsol oyun tshirti ,
2025-06-01 15:06:27,Eymen Kerem Arala,"abigtq 5mkaç tl,ps4",
2025-06-01 15:06:28,Furkan Benim Ulan,fan sesi ne anlama geliyor abi,
2025-06-01 15:06:29,Dilbertekinöndücan Tekin,like atallim,
2025-06-01 15:06:29,𝓐𝓵𝓲𝓬̧𝓸,abi dech. gibi mağazadan sport tshortlar alsana ,
2025-06-01 15:06:32,x,ABİ SAKALLARINI KESMEYİ DÜŞÜNDÜNMÜÜ?,
2025-06-01 15:06:32,FATİH DÖNMEZ,fan normal abii,
2025-06-01 15:06:32,serhan Sever,Sakkaları kes,
2025-06-01 15:06:34,Example None,"abi oversize tişört giy, rahat edeceksin",
2025-06-01 15:06:34,безупречный,abi elinde şuan spider varmı,
2025-06-01 15:06:35,Şevket,ABİ O KADAR PS 4 ALDIN SATTIN MI DAHA SATMIYORUM DİYORSUN ,
2025-06-01 15:06:36,sensizim,klima neden taktir miyon,
2025-06-01 15:06:37,Alphanite,Kronikmi bu,
2025-06-01 15:06:37,Doch Lite,SIMSIYAH TER BIRAKMAYAN TSHIRT ALSANA ABI,
2025-06-01 15:06:42,akcagok,fan sesi olmayan makine çok zor.satılır abi,
2025-06-01 15:06:42,Taha ,Serdar sıkıntılı mısın kral,
2025-06-01 15:06:42,serdar ,@ZA gel konusalim budapeste sokaklarinda gormeyelim seni,
2025-06-01 15:06:44,hobiwoody ,Taner bey dünden sonra dinlenebildiniz mi çok yogundu,
2025-06-01 15:06:45,serdar ,abi tisortu satisa cikarmayi dusundun mu hic konsol oyun tshirti ,
2025-06-01 15:06:45,FeZstyle,tişört değişsin diyenler oy kullanalım,
2025-06-01 15:06:47,mertsweet,acık renk tshırtler daha ıyı olur abı,
2025-06-01 15:06:47,İbrahim Ünlü,fan normal ilk açılışta,
2025-06-01 15:06:48,Vahdet,abi koltuk altı botoksu 4-6 ay kesiyor teri ben yaptırıyorum baya iyi,
2025-06-01 15:06:48,Barlond,ateş ediyosun abi,
2025-06-01 15:06:50,Gorkem,Klima peki düşündünmü hocam,
2025-06-01 15:06:51,Dogucan Sunca,Abi hayırlı işler kolay gelsin sen ne burcusun ? ,
2025-06-01 15:06:51,Hüseyin Ayçiçek,abi PS 5 varmı acaba,
2025-06-01 15:06:51,Arda Arda,atletle gez,
2025-06-01 15:06:52,doğukan,klima?,
2025-06-01 15:06:53,İbrahim Çiftçi,abi pes 21 varmı ,
2025-06-01 15:06:54,Hhhhhhh,WWE 2 k17 varmı,
2025-06-01 15:06:56,Emre Reis,bi tur tiroid hormonu baktiry:grinning_face_with_sweat:,
2025-06-01 15:06:57,Yasin Akkaya,abi gta6 hakkında ne düşünüyorsun adïmï okurmusun,
2025-06-01 15:06:57,Kerim Gümüş,atlet giy,
2025-06-01 15:06:59,Ali Ağun,yanlız değilsin merak etme,
2025-06-01 15:06:59,Fatih Uludağ,abi sakalı kessen ter azalır belki :D,
2025-06-01 15:07:00,Tayfun Dogu,O masa berek bu Sekilde ,
2025-06-01 15:07:02,serdar ,abi tisortu satisa cikarmayi dusundun mu hic konsol oyun tshirti ,
2025-06-01 15:07:02,ulascan tuncinan,bende diyorum karslılar neden üşümüyor sende haklısın abi,
2025-06-01 15:07:03,M.M.M,Kolonya kullanimdan dolayı el kuruluk olmuyor mu,
2025-06-01 15:07:04,Furkan Benim Ulan,fan sesi ne anlama gelir abi,
2025-06-01 15:07:05,Lynex36,Oversize giyin abi,
2025-06-01 15:07:06,Eymen Kerem Arala,abi gta5 varmı ps4,
2025-06-01 15:07:09,HEDEFİLK30K🙏🏼,Abi kaç yıllık cihaz yani fan sesi gayet doğal değil mi,
2025-06-01 15:07:10,Valorant_Rxhin,pes 2012,
2025-06-01 15:07:10,kamilgucluu,abi biraz oversize tişört giymelisn bence,
2025-06-01 15:07:13,безупречный,abi elinde şuan spider varmı,
2025-06-01 15:07:13,ERDEM KARAKAŞ,Abi sakallarda terletmiyor mu,
2025-06-01 15:07:14,Murat Çetin,abi ps3 iki kol 5 oyun 2700 tl iyi mi,
2025-06-01 15:07:14,İsimsiz,abi biraz god of war oyna,
2025-06-01 15:07:15,Oyuncu 88,dükkan nerede,
2025-06-01 15:07:20,ali ali,ooo Taner abi masa temizlenmis,
2025-06-01 15:07:20,Example None,birisi taner abiye oversize tişört hediye getirsene efsane olacak,
2025-06-01 15:07:20,serdar ,abi tisortu satisa cikarmayi dusundun mu hic konsol oyun tshirti ,
2025-06-01 15:07:21,Burak Fazlaca,TESTesteron a devam :grinning_face::grinning_face::grinning_face::grinning_face::grinning_face:,
2025-06-01 15:07:24,Melyh,tişörtü emmeye i,
2025-06-01 15:07:26,Gorkem,hocam aslında doktora bi sorsan görüşssen ,
2025-06-01 15:07:26,rıfat demir,cihazda sorun yokki abi tertemiz ne sorun çıkacak ki,
2025-06-01 15:07:27,Sİ I - Shoot,Hocam tişörtten bana hediyemi edeceksin :)) xl beden olur :slightly_smiling_face: kocaeliden selamlar,
2025-06-01 15:07:27,Cihan,Bu ne dağınıklık ,
2025-06-01 15:07:31,rumeysAyse,Abi sa GTA altı için PlayStation 5 almayı düşünüyorum 2. Elmi almalıyım yoksa sıfırmı sadece gta6 oynicam ,
2025-06-01 15:07:37,Çağan&Bilal,Abi oyun çıkarmayı düşünüyor musun bence çok satar,
2025-06-01 15:07:42,TATA,**Abi psp oyunu satıyor musun,
2025-06-01 15:07:42,serdar ,abi tisortu satisa cikarmayi dusundun mu hic konsol oyun tshirti ,
2025-06-01 15:07:44,Murat Çetin,abi ps3 iki kol 5 oyun 2700 tl iyi mi,
2025-06-01 15:07:46,Furkan Benim Ulan,ne anlama geliyor abi,
2025-06-01 15:07:47,x,ABİ SAKALLARINI KESMEYİ DÜŞÜNDÜNMÜÜ?,
2025-06-01 15:07:47,Oyuncu 88,dükkan nerde,
2025-06-01 15:07:48,MR Amigo,,€3.00
2025-06-01 15:07:47,Yasin Akkaya,abi gta6 hakkında ne düşünüyorsun adïmï okurmusun,
2025-06-01 15:07:48,Buğrahan,Xbox one s 2 kollu piyasası kaçtır,
2025-06-01 15:07:49,Berkan Yüksel,Selamlar saygılar sevgiler,
2025-06-01 15:07:50,Bartu Uludağ,abi kolsuz ps4 fat kasa ne kdara alırsın yada fiyatı nedir ?,
2025-06-01 15:07:53,ARABA SEVER,abi selam bende xbox series s 1tb var sıfır almayı düşünürmüsün,
2025-06-01 15:07:53,Peace of the Inner Mind,Abi Düzenle Topla Temizle:grinning_face_with_big_eyes: yazmışsın başlığa ama ne düzenliyorsun ne topluyorsun ne de temizliyorsun,
2025-06-01 15:07:54,erdem BÜLBÜL,doldur artık şu kolonyayı,
2025-06-01 15:07:55,Tayfun Dogu,Bi dolduramadin su kolonyayi ,
2025-06-01 15:07:57,Melyh,tişörtü emmeye izin var mıdır,
2025-06-01 15:07:57,W.W,arkadaş 10 dakkad8r bı kolonya dolduramadin,
2025-06-01 15:07:59,serkan,temiz playstation 4 pro kaça alırsın ,
2025-06-01 15:08:03,melih cfc,abi playstation 4 önerir misin alınırm,
2025-06-01 15:08:04,Burak Fazlaca,TESTesterona devam,
2025-06-01 15:08:08,serdar ,abi online satis ne zaman basliyor ,
2025-06-01 15:08:12,Hüseyin Ayçiçek,abi PS 5 varmı,
2025-06-01 15:08:13,burak kahraman,doldur yeter artık başkan şu kolonya yı,
2025-06-01 15:08:14,безупречный,abi spider varmı,
2025-06-01 15:08:16,gizemlikedi,abi çizik oyunları satmicaksan neden alıyorsun cevaplarmısın @Konsol Oyun ,
2025-06-01 15:08:29,Kenan Cakmak,Anlatsana Taner dükkan düzenli olunca bereket kaçıyor diye,
2025-06-01 15:08:31,Murat Çetin,abi ps3 iki kol 5 oyun 2700 tl iyi mi,
2025-06-01 15:08:31,Alphanite,Evet(şüpheli),
2025-06-01 15:08:32,serdar ,RDR2 KAC MANAT,
2025-06-01 15:08:32,Zawo MLBB,oyun vurmanı bekliyor :D,
2025-06-01 15:08:36,serdar ,:_esnafmodon::_esnafmodon::_esnafmodon::hand-pink-waving::hand-pink-waving::hand-pink-waving:,
2025-06-01 15:08:36,Musa Efe,Ps5 mi slim mi arklar,
2025-06-01 15:08:36,doğukan,nrd,
2025-06-01 15:08:37,zphaxe,18lere bak,
2025-06-01 15:08:40,keskin bakış,selamlar iyi yayınlar kolay gelsin,
2025-06-01 15:08:40,EMRE SARI,zil açık olmasına rağmen canlı yayın bildirimi neden gelmiyor,
2025-06-01 15:08:40,H.Atakan Yıldırım,:face_with_tears_of_joy::face_with_tears_of_joy:,
2025-06-01 15:08:41,Abdullah Altıner,değişik bunlat,
2025-06-01 15:08:41,za,kücük bunlar,
2025-06-01 15:08:45,rıfat demir,cihazda sorun yokki abi tertemiz ne sorun çıkacak ki,
2025-06-01 15:08:45,Lynex36,Abi oversize giyin,
2025-06-01 15:08:46,İbrahim Ay,bunlar 18 yok gibi ,
2025-06-01 15:08:47,Muhsin dicle,oki doki,
2025-06-01 15:08:47,Kayra Laçın,ABİ dün geldim hatta pes 18 sordum resim cekildik cok samimi bir insansın sevilisun ilginden dolayı cok sagol:face-blue-smiling::face-blue-smiling::face-red-droopy-eyes:,
2025-06-01 15:08:48,rumeysAyse,Abi sa GTA altı için PlayStation 5 almayı düşünüyorum 2. Elmi almalıyım yoksa sıfırmı sadece gta6 oynicam ,
2025-06-01 15:08:54,gizemlikedi,abi çizik oyunları satmicaksan neden alıyorsun cevaplarmısın @Konsol Oyun,
2025-06-01 15:08:55,Çağan&Bilal,Abi em son bişe anlatiyordun ,
2025-06-01 15:08:56,hamsi_g61,2019 pes getirip satsam alırmısın aklımdaki (950),TRY 44.99
2025-06-01 15:08:57,ARABA SEVER,abi selam bende xbox series s 1tb var sıfır almayı düşünürmüsün,
2025-06-01 15:09:00,Yasin Akkaya,abi gta6 hakkında ne düşünüyorsun adïmï okurmusun,
2025-06-01 15:09:00,Samet Öztürk,@gizemlikedi 1TL'den başlayan mezat yapacak,
2025-06-01 15:09:00,Kertmeyenmikele,otistik hareketlere bak,
2025-06-01 15:09:00,erdem BÜLBÜL,abi doldur kolonyayı allah aşkına,
2025-06-01 15:09:00,serdar ,abi online satis ne zaman,
2025-06-01 15:09:01,безупречный,abi spider varmı,
2025-06-01 15:09:05,ward PM,s,
2025-06-01 15:09:06,Musa Efe,Ps5 mi yoksa slim olan mı arkadaşlar,
2025-06-01 15:09:08,Serdar kaan,Abi kolay gelsin koleksiyonluk oyun alıcam cizik oyun ticareti yaparmıyız. Severek izleniyosun hayırlı işlerin olsun.,TRY 55.00
2025-06-01 15:09:08,Murat Çetin,abi ps3 iki kol 5 oyun 2700 tl iyi mi,
2025-06-01 15:09:10,DenizKrpnr19,Abi tişört değiş,
2025-06-01 15:09:11,Furkan ŞAHİN,Beyler bana ps5 slim cd okuyucu satacak var mı ,
2025-06-01 15:09:14,Tayfun Dogu,Lütfen su kolonyai bi doldur ,
2025-06-01 15:09:29,Eymen Kerem Arala,abi gta 5 varmı ps4,
2025-06-01 15:09:29,za,ses az,
2025-06-01 15:09:30,Ahmet Taşoğlu,Troll,
2025-06-01 15:09:31,Mistiko Number One,sg,
2025-06-01 15:09:32,Buğrahan,Xbox one s 2 kollu piyasası ne kadardır,
2025-06-01 15:09:35,rumeysAyse,Abi sa GTA altı için PlayStation 5 almayı düşünüyorum 2. Elmi almalıyım yoksa sıfırmı sadece gta6 oynicam ,
2025-06-01 15:09:36,Selim ,chat temiz ps4 var mı,
2025-06-01 15:09:36,Yasin Akkaya,abi gta6 hakkında ne düşünüyorsun adïmï okurmusun,
2025-06-01 15:09:37,Regis,degisikler,
2025-06-01 15:09:37,ward PM,s,
2025-06-01 15:09:41,rıfat demir,cihazda sorun yokki abi tertemiz ne sorun çıkacak ki,
2025-06-01 15:09:41,Yağız Korkmaz,"Abi kolay gelsin iyi yayınlar f1 oyunun var mı , geçen haftalarda rafta f1 23 görmüştüm ama heralde satıldı rafta göremedim de",
2025-06-01 15:09:42,Oyuncu 88,dükkan nerede,
2025-06-01 15:09:43,video cimbom,Abi saat ve bileklik kullansana sana yakisir,
2025-06-01 15:09:43,ALLAHINASLANI27,@Mistiko Number One :D,
2025-06-01 15:09:44,Şevket,Troll ,
2025-06-01 15:09:44,İbrahim Ünlü,troll,
2025-06-01 15:09:45,Kadir Hançer,oyun oynada görek,
2025-06-01 15:09:46,BİLGİNTEKNO,oyun işine mi girsek abi yorumun yarıda kldı.:grinning_face:,TRY 22.00
2025-06-01 15:09:49,Çağan&Bilal,Abi bişe anlatiyordun,
2025-06-01 15:09:49,Vedat Özhan,Ne kadar ayıp yaa ,
2025-06-01 15:09:50,erdem BÜLBÜL,kolonyayı doldur allah aşkına allah rızası için,
2025-06-01 15:09:50,HouseMD,iyi yayınlar iyi satışlar,
2025-06-01 15:09:50,Denesene sende,selamün aleyküm,
2025-06-01 15:09:51,Murat Çetin,abi ps3 aldım 6 ay önce 2 kol 5 oyun 2700 tl iyi mi,
2025-06-01 15:09:51,Samet Öztürk,hamsi_g61 400 ancak verir. En fazla 450'ye çıkar.,
2025-06-01 15:09:53,Furkan ŞAHİN,Beyler bana ps5 slim cd okuyucu satacak var mı ,
2025-06-01 15:09:53,Furkan Benim Ulan,fırsat olmadı,
2025-06-01 15:09:55,Aga Be ,Boylelerini iceriye niye aliyorsun abi,
2025-06-01 15:10:04,Sevil Valizada Music,Sa,
2025-06-01 15:10:11,Zawo MLBB,@BİLGİNTEKNO gel birliktegirelim :D,
2025-06-01 15:10:12,ward PM,As,
2025-06-01 15:10:14,ALLAHINASLANI27,off gow ragnarök ,
2025-06-01 15:10:15,Alphanite,Kaçırma abi,
2025-06-01 15:10:19,Oyuncu 88,dükkan nerede,
2025-06-01 15:10:22,Melyh,gow 2018 ps4 kaça gider,
2025-06-01 15:10:24,melih cfc,abi playstation 4 önerir misin alınırm,
2025-06-01 15:10:30,Samet Öztürk,@hamsi_g61 400 ancak verir. En fazla 450'ye çıkar.,
2025-06-01 15:10:33,Furkan ŞAHİN,Beyler bana ps5 slim cd okuyucu satacak var mı ,
2025-06-01 15:10:37,za,mhhhh 150 olur doki oki,
2025-06-01 15:10:41,Kıvanç Sami Güler,yoktu abi,
2025-06-01 15:10:43,Mehmet Agah,dükkan kaçta kapatacaksın taner abi,
2025-06-01 15:10:47,Kadir Metin,abi sende hiç bir şey de yok xd,
2025-06-01 15:10:49,Forever MArcus,selamun aleyküm chat,
2025-06-01 15:10:52,Oyuncu 88,dükkan nerede ona göre gidicem,
2025-06-01 15:10:52,evrimcayir,Yayın neden 5 e kadar,
2025-06-01 15:10:58,Buğrahan,Xbox one s çift kollu kaça gider,
2025-06-01 15:11:00,alkN,mavi gömlekli mi bu,
2025-06-01 15:11:03,Abidin ,mecidiyeköyde,
2025-06-01 15:11:04,Alphanite,Ragnarok bugün satılır,
2025-06-01 15:11:06,video cimbom,fiyati iyiyse ps 4 alinir,
2025-06-01 15:11:12,Furkan ŞAHİN,Beyler bana ps5 slim cd okuyucu satacak var mı ,
2025-06-01 15:11:14,Kıvanç Sami Güler,rafa dizer misin abi bu oyunları,
2025-06-01 15:11:20,Victor Reznov,xbox one s 5.500 ten koy bence @Buğrahan ,
2025-06-01 15:11:21,Furkan Benim Ulan,@buğrahan 9 10 k civarı gider,
2025-06-01 15:11:21,Eymen Kerem Arala,abi gta 5 varmı ps4,
2025-06-01 15:11:31,Oyuncu 88,mecidiye köy neresi tam adres,
2025-06-01 15:11:34,Batuhan Arslan,"Ps4 istiyorum ve senden almak istiyorum abi, fiyat performans olursa sevinirim. Oyun olarak tercihim henüz yok.bol kazançlar iyi yayınlar",TRY 109.99
2025-06-01 15:11:35,Buğrahan,Tamamdır,
2025-06-01 15:11:40,serdar ,,HUF 199
2025-06-01 15:11:39,Kayra Laçın,SES AZZZZ,
2025-06-01 15:11:41,Abidin ,matbacilaar,
2025-06-01 15:11:43,Halil Saka,sa,
2025-06-01 15:11:48,rıfat demir,uncharted,
2025-06-01 15:11:56,Shirone,as,
2025-06-01 15:11:56,Selim ,chat temiz ps 4 satan var mı,
2025-06-01 15:11:56,Furkan ŞAHİN,Beyler bana ps5 slim cd okuyucu satacak var mı ,
2025-06-01 15:11:59,Ahmet Atay,abi 2.el sadece ps4 kolu kaç tl olur,
2025-06-01 15:12:03,Suleyman,uncharted,
2025-06-01 15:12:08,HanBeyi,ps 5 cd li slim digital kayseri civarı satılık,
2025-06-01 15:12:11,Kaan Nurlu,as,
2025-06-01 15:12:20,Efe,Welcome New Member!,
2025-06-01 15:12:24,EREN YOLDAŞ,as,
2025-06-01 15:12:24,Hüseyin Ayçiçek,abi PS 5 varmı,
2025-06-01 15:12:33,YusufK,elimizde yok,
2025-06-01 15:12:38,Kadir Metin,abi de yeni oyunlardan hiç biri yok,
2025-06-01 15:12:45,rıfat demir,aleyküm selam ,
2025-06-01 15:12:48,ward PM,elimizde yok elimizde yok,
2025-06-01 15:12:48,Oyuncu 88,dükkan nerdeeee,
2025-06-01 15:12:55,Selim ,ps4 satcak arkadas var mı,
2025-06-01 15:13:17,za,@Oyuncu 88 kadıköy,
2025-06-01 15:13:27,gökhan,bu abi biri mi,
2025-06-01 15:13:27,Furkan ŞAHİN,Beyler bana ps5 slim cd okuyucu satacak var mı ,
2025-06-01 15:13:33,Furkan Benim Ulan,yeni oyunların olmaması normal gençler,
2025-06-01 15:13:36,Editpro2014,arkadaşlar,
2025-06-01 15:13:43,gökhan,közleme saati Taner reis,
2025-06-01 15:13:53,Vedat Özhan,"Şaka gibi magazada satan hiç bir oyun yok, bu adam müşterilerden 20li 30lu oyun alıyor nerde bu oyunlar",
2025-06-01 15:14:02,Batuhan,Kazan vardı arşivde,
2025-06-01 15:14:17,Hüseyin Ayçiçek,beyler PS 5 kimde var,
2025-06-01 15:14:22,Mehmet Agah,oyunlar kolleksiyonda :upside_down_face:,
2025-06-01 15:14:25,EREN YOLDAŞ,ps 4 pro 2 kol ama kasıyor cihaz bozuk 8000 tl ,
2025-06-01 15:14:29,Zawo MLBB,noluyorrr,
2025-06-01 15:14:30,Hüseyin Gümüş,beyler PS 4 veya 5 Akçam Tamir görmemiş satan varmı,
2025-06-01 15:14:37,Gökay Stark,Noliyo lan ,
2025-06-01 15:14:42,İsimsiz,birisi çığlık atoyor,
2025-06-01 15:14:46,безупречный,l A dışardaki ses ne,
2025-06-01 15:14:48,Swattier7,Selam iyi yayınlar ,
2025-06-01 15:14:51,Muhammed Gokkurt,bağırma sesleri neydi,
2025-06-01 15:14:58,Forever MArcus,adamın aldıgı oyunların yarısı çizik satmak istemiyo,
2025-06-01 15:15:04,Vedat Özhan,Şaka gıbı satmıyor adam almak istiyor satmıyor ,
2025-06-01 15:15:09,Baylaz,ps4 fiyat,
2025-06-01 15:15:09,Swattier7,Biri bağırıyor ,
2025-06-01 15:15:11,sdapro,çığlık bizim evden geliyo sandım,
2025-06-01 15:15:12,Gökay Stark,Hala biri bagiriyor ,
2025-06-01 15:15:14,EloverD,çocuğa napıyorlar :D,
2025-06-01 15:15:14,Furkan Media,noluyor oğlum,
2025-06-01 15:15:17,Poyraz Secer,bağırma sesi noluyor,
2025-06-01 15:15:17,Yunus Emre Karadüz,sa,
2025-06-01 15:15:19,bünyamin karatahta,11.000 liraya satarım ps4,
2025-06-01 15:15:21,FIRAT KARATAŞ,çocuk ağlıyor,
2025-06-01 15:15:22,BMYC,kim bagiriyo abi,
2025-06-01 15:15:22,halo infinite,cocuk kaciriyolar galyba,
2025-06-01 15:15:25,Hamza,bebek ağlıyo beyler sakin aw,
2025-06-01 15:15:25,Eymen Kerem Arala,abi gta5 varmı ps4,
2025-06-01 15:15:27,Musa Efe,ARKADAŞLAR PS5 mi YOKSA SLİM Mİ,
2025-06-01 15:15:28,Goksel Yildirim,ali usta gibi bastı kolonyayı :grinning_face: ,
2025-06-01 15:15:30,ARABA SEVER,abi selam bende xbox series s 1tb var sıfır almayı düşünürmüsün,
2025-06-01 15:15:30,Emir,banyo etti kadın kolonyayla,
2025-06-01 15:15:30,Yunus Emre Karadüz,iyiy yayınlar,
2025-06-01 15:15:34,Muhammed Gokkurt,bağırıyor birisi,
2025-06-01 15:15:39,Mehmet mesut Umur,pes 17 fiyat,
2025-06-01 15:15:43,Selim ,biri böğürüyooo,
2025-06-01 15:15:44,Yunus Emre Karadüz,kolonyayla suyu karıştırsak mı çok gidiyor,
2025-06-01 15:15:45,Alphanite,Kutu şimdi çıkarsa üzülürüm ,
2025-06-01 15:15:46,Gökay Stark,Bebek böyle ses cikariyosa helal olsun ,
2025-06-01 15:15:46,Hasan Gündoğdu,kadına kolanyayı 1 kg döktün abi,
2025-06-01 15:15:47,Kadir Metin,@Vedat Özhan yeni oyunlardan hiç biri yokki devamlı oyun oynayan adam bu dükkanda hiç birşey bulamaz,
2025-06-01 15:15:48,Mehmet İgret,abi,
2025-06-01 15:15:52,erdem BÜLBÜL,doldursana kolonyayı,
2025-06-01 15:15:52,Mr.Yıldırım,çocuk bağırıyor ne yapacan kim bağırıyor,
2025-06-01 15:15:54,Furkan,"Abi oyunlara hep yok diyorsun. Last Of us, uncherted ,spiderman,gta gibi oyunları biyerden toplu olarak alabilmen lazım. 2. el yeterli gelmiyor gibi",
2025-06-01 15:15:55,İsimsiz,ya noluyor,
2025-06-01 15:15:56,Onur Kaan Arslan,Ne demek kolonya bitti ? :face-blue-smiling:,
2025-06-01 15:15:56,Ilgaz Kurtcu,ouu god of war,
